course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B.A. (Prog.) with Arabic as Minor Discipline,Arabic Literature Review (Arabic Short Story),2025-2026,Semester Semester- VIII,Semester- VIII,https://qb.exam.du.ac.in/uploads/questions/1784520617.pdf,,UPC 2015000017 | GE | Arabic-Sem-VIII-GE-17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Arabic as Minor Discipline,Arabic Literature Review (Arabic Short Story),2025-2026,Semester Semester- VIII,Semester- VIII,https://qb.exam.du.ac.in/uploads/questions/1783923131.pdf,,UPC 2015000017 | GE | Arabic-Sem-VIII-GE-17 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Descriptive Statistics and Probability Theory,2025-2026,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1775799246.pdf,,UPC 2372571103 | DSC/Core | DSC-1 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Descriptive Statistics and Probability Theory,2024-2025,Semester I,I,https://qb.exam.du.ac.in/uploads/questions/1744535782.pdf,,UPC 2372571103 | DSC/Core | DSC-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Applications In Statistics,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784713239.pdf,,UPC 2374201202 | DSC/Core | DSC-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784870665.pdf,,UPC 2374571201 | DSC/Core | DSC-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784184489.pdf,,UPC 2374571201 | DSC/Core | DSC-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728561253.pdf,,UPC 2374571201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728561181.pdf,,UPC 2374571201 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784870665.pdf,,UPC 2374571201 | DSC/Core | DSC-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2025-2026,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1784184489.pdf,,UPC 2374571201 | DSC/Core | DSC-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728561253.pdf,,UPC 2374571201 | DSC/Core | DSC-2 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods,2023-2024,Semester II,II,https://qb.exam.du.ac.in/uploads/questions/1728561181.pdf,,UPC 2374571201 | DSC/Core | DSC-2 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1784608904.pdf,,UPC 2372572301 | DSC/Core | DSC-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1775637519.pdf,,UPC 2372572301 | DSC/Core | DSC-5 | NOV-DEC-2025 | SET-1 | 80 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1750829690.pdf,,UPC 2372572301 | DSC/Core | DSC-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1740818425.pdf,,UPC 2372572301 | DSC/Core | DSC-5 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2023-2024,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1732218409.pdf,,UPC 2372572301 | DSC/Core | DSC-5 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1784608904.pdf,,UPC 2372572301 | DSC/Core | DSC-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1775637519.pdf,,UPC 2372572301 | DSC/Core | DSC-3 | NOV-DEC-2025 | SET-1 | 80 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1750829690.pdf,,UPC 2372572301 | DSC/Core | DSC-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2024-2025,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1740818425.pdf,,UPC 2372572301 | DSC/Core | DSC-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Sampling Distributions,2023-2024,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1732218409.pdf,,UPC 2372572301 | DSC/Core | DSC-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Quality Control,2025-2026,Semester III,III,https://qb.exam.du.ac.in/uploads/questions/1784182878.pdf,,UPC 2372202302 | DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 75 marks
B.A. (Prog.) with Statistics as Major Discipline,Elements of Statistical Inference,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750919449.pdf,,UPC 2372572401 | DSC/Core | DSC-7 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Elements of Statistical Inference,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750653653.pdf,,UPC 2372572401 | DSC/Core | DSC-7 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Elements of Statistical Inference,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750919449.pdf,,UPC 2372572401 | DSC/Core | DSC-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Elements of Statistical Inference,2024-2025,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1750653653.pdf,,UPC 2372572401 | DSC/Core | DSC-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Vital Statistics and Demography,2025-2026,Semester IV,IV,https://qb.exam.du.ac.in/uploads/questions/1783930839.pdf,,UPC 2372202402 | DSC/Core | DSC-8 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1773037370.pdf,,UPC 2372573501 | DSC/Core | DSC-9 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1746086030.pdf,,UPC 2372573501 | DSC/Core | DSC-9 | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1746084658.pdf,,UPC 2372573501 | DSC/Core | DSC-9 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1773037370.pdf,,UPC 2372573501 | DSC/Core | DSC-5 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1746086030.pdf,,UPC 2372573501 | DSC/Core | DSC-5 | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Design of Experiments,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1746084658.pdf,,UPC 2372573501 | DSC/Core | DSC-5 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Simulation,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1783321269.pdf,,UPC 2372203502 | DSC/Core | DSC-10 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Simulation,2025-2026,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1781502746.pdf,,UPC 2372203502 | DSC/Core | DSC-10 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Simulation,2023-2024,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742131327.pdf,,UPC 2372203502 | DSC/Core | DSC-10 | NOV-DEC-2023 | SET-1 | 50 marks
B.A. (Prog.) with Statistics as Major Discipline,Actuarial Statistics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742391144.pdf,,UPC 2373010005 | DSE | DSE-3A | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Environmental Statistics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742391307.pdf,,UPC 2373010007 | DSE | DSE-3C | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Regression Analysis,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742391406.pdf,,UPC 2373010008 | DSE | DSE-3D | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2025-2026,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1784265341.pdf,,UPC 2373010014 | DSE | DSE-5D | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2025-2026,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1784014968.pdf,,UPC 2373010014 | DSE | DSE-5D | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2025-2026,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1776248263.pdf,,UPC 2373010014 | DSE | DSE-5D | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2025-2026,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1775812071.pdf,,UPC 2373010014 | DSE | DSE-5D | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2025-2026,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1775740853.pdf,,UPC 2373010014 | DSE | DSE-5D | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2024-2025,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1767284304.pdf,,UPC 2373010014 | DSE | DSE-5D | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2024-2025,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1766997971.pdf,,UPC 2373010014 | DSE | DSE-5D | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Research Methodology,2024-2025,Semester V/VI,V/VI,https://qb.exam.du.ac.in/uploads/questions/1749709211.pdf,,UPC 2373010014 | DSE | DSE-5D | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Simulation Techniques In Statistics,2024-2025,Semester V,V,https://qb.exam.du.ac.in/uploads/questions/1742391237.pdf,,UPC 2373010006 | DSE | DSE-3B | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods In Psychology and Education,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775812428.pdf,,UPC 2372203602 | DSC/Core | DSC-12 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods In Psychology and Education,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1775741383.pdf,,UPC 2372203602 | DSC/Core | DSC-12 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783578197.pdf,,UPC 2372573601 | DSC/Core | DSC-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1781068402.pdf,,UPC 2372573601 | DSC/Core | DSC-11 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750834952.pdf,,UPC 2372573601 | DSC/Core | DSC-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750826193.pdf,,UPC 2372573601 | DSC/Core | DSC-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1783578197.pdf,,UPC 2372573601 | DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1781068402.pdf,,UPC 2372573601 | DSC/Core | DSC-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750834952.pdf,,UPC 2372573601 | DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Survey Sampling,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1750826193.pdf,,UPC 2372573601 | DSC/Core | DSC-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Biostatistics,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784014869.pdf,,UPC 2373010011 | DSE | DSE-4A | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Biostatistics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767284193.pdf,,UPC 2373010011 | DSE | DSE-4A | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Biostatistics,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749709405.pdf,,UPC 2373010011 | DSE | DSE-4A | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Computing and Basic Data Mining,2025-2026,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1784014919.pdf,,UPC 2373010013 | DSE | DSE-4C | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Computing and Basic Data Mining,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1767284259.pdf,,UPC 2373010013 | DSE | DSE-4C | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Computing and Basic Data Mining,2024-2025,Semester VI,VI,https://qb.exam.du.ac.in/uploads/questions/1749709305.pdf,,UPC 2373010013 | DSE | DSE-4C | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Stochastic Processes and Queueing Theory,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775799320.pdf,,UPC 2372574701 | DSC/Core | DSC-13 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Stochastic Processes and Queueing Theory,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1773658041.pdf,,UPC 2372574701 | DSC/Core | DSC-13 | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Statistical Linear Models,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775812384.pdf,,UPC 2373570006 | DSE | DSE-5B | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Statistical Linear Models,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775741301.pdf,,UPC 2373570006 | DSE | DSE-5B | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Linear Programming Techniques,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775812328.pdf,,UPC 2373570005 | DSE | DSE-5A | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Linear Programming Techniques,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775741198.pdf,,UPC 2373570005 | DSE | DSE-5A | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods In Psychology and Education,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775812428.pdf,,UPC 2373570007 | DSE | DSE-5C | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Methods In Psychology and Education,2025-2026,Semester VII,VII,https://qb.exam.du.ac.in/uploads/questions/1775741383.pdf,,UPC 2373570007 | DSE | DSE-5C | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Fundamentals of Econometrics,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1780387546.pdf,,UPC 2372574801 | DSC/Core | DSC-14 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Non-Parametric Methods,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783328115.pdf,,UPC 2373570008 | DSE | DSE-6A | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Introduction to Non-Parametric Methods,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781502088.pdf,,UPC 2373570008 | DSE | DSE-6A | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Multivariate Data Analysis,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783321228.pdf,,UPC 2373570010 | DSE | DSE-6C | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Multivariate Data Analysis,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781502607.pdf,,UPC 2373570010 | DSE | DSE-6C | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Reliability Theory,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783321190.pdf,,UPC 2373570009 | DSE | DSE-6B | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Reliability Theory,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781502333.pdf,,UPC 2373570009 | DSE | DSE-6B | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Simulation,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1783321269.pdf,,UPC 2373570011 | DSE | DSE-6D | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Statistics as Major Discipline,Statistical Simulation,2025-2026,Semester VIII,VIII,https://qb.exam.du.ac.in/uploads/questions/1781502746.pdf,,UPC 2373570011 | DSE | DSE-6D | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF MODERN POETRY -I,2024-2025,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1742289197.pdf,,UPC 2142201102 | DSC/Core | B.A. (P)-Sem-I-DSC-1 (Major) | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF MODERN PROSE-I,2024-2025,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1768295371.pdf,,UPC 2142201202 | DSC/Core | B.A. (P)-Sem-I-DSC-2 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF MODERN PROSE-I,2023-2024,Semester Semester- I,Semester- I,https://qb.exam.du.ac.in/uploads/questions/1733213437.pdf,,UPC 2142201202 | DSC/Core | B.A. (P)-Sem-I-DSC-2 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713522.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767950573.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350638.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738763924.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732115869.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Development of Urdu,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732115538.pdf,,UPC 2145001001 | GE | Generic Elective Course-6 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713498.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767950652.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1766732811.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350590.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738764051.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732115600.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2024 | SET-4 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732087763.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732084131.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Short Story Writer Manto,2022-2023,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732036334.pdf,,UPC 2145001002 | GE | Generic Elective Course-5 | MAY-JUNE-2023 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713475.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784530603.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784527519.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1783667119.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2026 | SET-1 | 90 marks
