course,subject,yearRange,semesterGroup,semester,fileUrl,fileName,note
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1768141154.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767950705.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350524.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751261351.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1740911527.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738764104.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732115821.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry I,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1729597524.pdf,,UPC 2145001003 | GE | Generic Elective Course-1 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713454.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767950814.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350448.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1740911603.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738764164.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732115946.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Poetry II,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1729597455.pdf,,UPC 2145001004 | GE | Generic Elective Course-3 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose I,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713425.pdf,,UPC 2145001005 | GE | Generic Elective Course-2 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767950977.pdf,,UPC 2145001005 | GE | Generic Elective Course-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350391.pdf,,UPC 2145001005 | GE | Generic Elective Course-2 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose I,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738764257.pdf,,UPC 2145001005 | GE | Generic Elective Course-2 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose I,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732116007.pdf,,UPC 2145001005 | GE | Generic Elective Course-2 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2025-2026,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1784713396.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1767951045.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1751350329.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2024-2025,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1738764334.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732116133.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | MAY-JUNE-2024 | SET-3 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Urdu Prose II,2023-2024,Semester Semester- I/II,Semester- I/II,https://qb.exam.du.ac.in/uploads/questions/1732022986.pdf,,UPC 2145001006 | GE | Generic Elective Course-4 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF MODERN PROSE-I,2024-2025,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1768295371.pdf,,UPC 2142201202 | DSC/Core | B.A. (P)-Sem-II-DSC-B-2 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF MODERN PROSE-I,2023-2024,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1733213437.pdf,,UPC 2142201202 | DSC/Core | B.A. (P)-Sem-II-DSC-B-2 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2025-2026,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1784870822.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2025-2026,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1784185560.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2023-2024,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1733130849.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2023-2024,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1732296564.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2024 | SET-3 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2023-2024,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1732085723.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,"URDU-A, STUDY OF MODERN PROSE AND POETRY-II",2023-2024,Semester Semester- II,Semester- II,https://qb.exam.du.ac.in/uploads/questions/1728471891.pdf,,UPC 2142201201 | DSC/Core | B.A. (P)-Sem-II-DSC-A-2 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Classical Poetry,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1738229912.pdf,,UPC 2142202302 | DSC/Core | B.A. (P)-Sem-III-DSC-4 (Major) | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,Study of Classical Poetry,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1738228173.pdf,,UPC 2142202302 | DSC/Core | B.A. (P)-Sem-III-DSC-4 (Major) | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF URDU FICTION-SHORT STORY,2025-2026,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1773420409.pdf,,UPC 2142202301 | DSC/Core | B.A. (P)-Sem-III-DSC-3 (Major) | NOV-DEC-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,ELEMENTARY URDU,2025-2026,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1784713544.pdf,,UPC 2144002001 | GE | Generic Elective Course-7 | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,ELEMENTARY URDU,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1767950515.pdf,,UPC 2144002001 | GE | Generic Elective Course-7 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,ELEMENTARY URDU,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1738764397.pdf,,UPC 2144002001 | GE | Generic Elective Course-7 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,ELEMENTARY URDU,2023-2024,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1732115426.pdf,,UPC 2144002001 | GE | Generic Elective Course-7 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF NAZIR AKBARABADI,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1751350997.pdf,,UPC 2144002002 | GE | Generic Elective Course-8 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF NAZIR AKBARABADI,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1743501633.pdf,,UPC 2144002002 | GE | Generic Elective Course-8 | NOV-DEC-2024 | SET-3 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF NAZIR AKBARABADI,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1743230306.pdf,,UPC 2144002002 | GE | Generic Elective Course-8 | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF NAZIR AKBARABADI,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1740911723.pdf,,UPC 2144002002 | GE | Generic Elective Course-8 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF SHORT STORY WRITER PREMCHAND,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1751350927.pdf,,UPC 2144002003 | GE | Generic Elective Course-9 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF SHORT STORY WRITER PREMCHAND,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1743501731.pdf,,UPC 2144002003 | GE | Generic Elective Course-9 | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,STUDY OF SHORT STORY WRITER PREMCHAND,2024-2025,Semester Semester- III,Semester- III,https://qb.exam.du.ac.in/uploads/questions/1740911892.pdf,,UPC 2144002003 | GE | Generic Elective Course-9 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,CLASSICAL PROSE,2025-2026,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1784702767.pdf,,UPC 2142202402 | DSC/Core | B.A. (P)-Sem-IV-DSC-8 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,CLASSICAL PROSE,2025-2026,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1783666367.pdf,,UPC 2142202402 | DSC/Core | B.A. (P)-Sem-IV-DSC-8 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,CLASSICAL PROSE,2025-2026,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1783661399.pdf,,UPC 2142202402 | DSC/Core | B.A. (P)-Sem-IV-DSC-8 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,CLASSICAL PROSE,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750138899.pdf,,UPC 2142202402 | DSC/Core | B.A. (P)-Sem-IV-DSC-8 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,CLASSICAL PROSE,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732523262.pdf,,UPC 2142202402 | DSC/Core | B.A. (P)-Sem-IV-DSC-8 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2025-2026,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1784613776.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2025-2026,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1783664889.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2026 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750919716.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750656546.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750405767.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1749453091.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732462334.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2024 | SET-3 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732460006.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,URDU FICTION-NOVEL,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732043703.pdf,,UPC 2142202401 | DSC/Core | B.A. (P)-Sem-IV-DSC-7 (Major) | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1767604263.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1767602314.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1751350877.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750915879.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1750915384.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732461197.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732168253.pdf,,UPC 2144002004 | GE | Generic Elective Course-10 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,POET AKBAR ALLAHABADI,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1751350800.pdf,,UPC 2144002005 | GE | Generic Elective Course-11 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,POET AKBAR ALLAHABADI,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732022650.pdf,,UPC 2144002005 | GE | Generic Elective Course-11 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,SHORT STORY WRITER KRISHN CHANDER,2024-2025,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1751350730.pdf,,UPC 2144002006 | GE | Generic Elective Course-12 | MAY-JUNE-2025 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,SHORT STORY WRITER KRISHN CHANDER,2023-2024,Semester Semester- IV,Semester- IV,https://qb.exam.du.ac.in/uploads/questions/1732022763.pdf,,UPC 2144002006 | GE | Generic Elective Course-12 | MAY-JUNE-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,SHORT STORY WRITER PREMCHAND,2024-2025,Semester Semester- V,Semester- V,https://qb.exam.du.ac.in/uploads/questions/1738667236.pdf,,UPC 2142203502 | DSC/Core | B.A. (P)-Sem-V-DSC-10 (Major) | NOV-DEC-2024 | SET-2 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,SHORT STORY WRITER PREMCHAND,2024-2025,Semester Semester- V,Semester- V,https://qb.exam.du.ac.in/uploads/questions/1738234245.pdf,,UPC 2142203502 | DSC/Core | B.A. (P)-Sem-V-DSC-10 (Major) | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- V,Semester- V,https://qb.exam.du.ac.in/uploads/questions/1742291266.pdf,,UPC 2143100003 | DSE | Urdu-Sem-V-DSE-3 | NOV-DEC-2024 | SET-1 | 90 marks
B.A. (Prog.) with Urdu as Major Discipline,FILM AND STAGE DRAMA,2024-2025,Semester Semester- V,Semester- V,https://qb.exam.du.ac.in/uploads/questions/1738238857.pdf,,UPC 2143100003 | DSE | Urdu-Sem-V-DSE-3 | NOV-DEC-2024 | SET-2 | 90 marks
